cost_id,batch_id,supplier_id,part_id,material_cost_usd,labor_cost_usd,overhead_cost_usd,quality_cost_usd,transport_cost_usd,total_cost_usd,cost_per_unit_usd,currency,cost_date
629459ad-2d3a-4b14-a3f0-72947296b008,BATCH-007154,SUPP-032,PART-015,4039294.76,1683039.48,1009823.69,80785.9,141375.32,6954319.14,1369.23,USD,2023-09-14T00:00:00
ec9e50e3-d09b-46ab-a736-84af02880836,BATCH-000693,SUPP-003,PART-006,4721887.67,1967453.2,1180471.92,94437.75,283313.26,8247563.8,2510.6739,USD,2023-06-25T00:00:00
bdf5af36-daa6-4fc2-b493-5a002409fc9e,BATCH-000492,SUPP-002,PART-010,5445147.75,2268811.56,1361286.94,326708.86,353934.6,9755889.72,4090.5198,USD,2023-09-25T00:00:00
4311ec14-f2c8-4e86-bc0a-ee1a71c95550,BATCH-008833,SUPP-040,PART-021,1061611.51,442338.13,265402.88,21232.23,53080.58,1843665.33,697.3016,USD,2023-01-26T00:00:00
2a7f97ba-f8ea-4036-aaa0-99521389e0c6,BATCH-000929,SUPP-004,PART-005,11259085.85,4691285.77,2814771.46,225181.72,731840.58,19722165.39,3913.1281,USD,2023-08-19T00:00:00
6dc186d3-742c-4c47-89c9-b1e86b8422f9,BATCH-007507,SUPP-033,PART-007,1648661.76,686942.4,412165.44,98919.71,82433.09,2929122.39,741.1747,USD,2023-03-08T00:00:00
932cdb08-f815-41a3-af7b-2c8d92685d1d,BATCH-009105,SUPP-042,PART-020,5053887.21,2105786.34,1263471.8,101077.74,252694.36,8776917.45,2326.2437,USD,2024-04-02T00:00:00
06eb2e55-f51f-4fa0-811e-ede5657c42db,BATCH-007435,SUPP-033,PART-005,7037596.69,2932331.96,1759399.17,140751.93,351879.83,12221959.59,2804.4882,USD,2024-05-25T00:00:00
38dcf886-e38e-49ae-a791-4bb88997e201,BATCH-003833,SUPP-017,PART-023,8198642.28,3416100.95,2049660.57,163972.85,491918.54,14320295.18,2963.024,USD,2024-06-01T00:00:00
62ac1bb8-4f96-47df-b06c-41b5dc8de0f0,BATCH-008228,SUPP-035,PART-014,2521487.08,1050619.61,630371.77,50429.74,88252.05,4341160.25,2237.7115,USD,2023-07-22T00:00:00
df0f1a2b-d545-4f79-b89e-9e43d7f3a023,BATCH-004644,SUPP-021,PART-016,3477472.8,1448947.0,869368.2,69549.46,173873.64,6039211.1,2053.455,USD,2024-04-27T00:00:00
abd53825-690e-45ef-8a4f-1ecbd0e5fbd0,BATCH-000746,SUPP-003,PART-024,2561218.77,1067174.49,640304.69,51224.38,153673.13,4473595.45,1721.9382,USD,2024-04-03T00:00:00
b44ad358-f3f7-4c55-98c3-91076ff5dee4,BATCH-009367,SUPP-045,PART-018,3330875.93,1387864.97,832718.98,66617.52,133235.04,5751312.45,1342.1966,USD,2024-07-17T00:00:00
f6945b78-eaa3-4a1f-8a73-f1c5431686df,BATCH-003244,SUPP-014,PART-021,1296181.5,540075.62,324045.38,25923.63,64809.08,2251035.21,1227.3911,USD,2023-10-30T00:00:00
b3f2be8e-fdf3-4aae-a2a1-ccab432156ec,BATCH-001159,SUPP-005,PART-004,5443895.41,2268289.75,1360973.85,326633.72,326633.72,9726426.47,2640.1809,USD,2023-04-03T00:00:00
290065ab-c23d-431a-a911-2aa5b33b2c56,BATCH-006758,SUPP-031,PART-003,3126897.19,1302873.83,781724.3,187613.83,125075.89,5524185.04,2962.0295,USD,2023-03-01T00:00:00
00e6d472-5d5a-4c4e-a9e4-ed33d1d6638b,BATCH-004436,SUPP-020,PART-004,2863996.93,1193332.05,715999.23,57279.94,171839.82,5002447.97,2832.6432,USD,2024-05-11T00:00:00
a72fb263-c12d-4c8b-a710-195401b65d23,BATCH-001451,SUPP-006,PART-008,1705049.99,710437.5,426262.5,34101.0,102303.0,2978153.99,629.3647,USD,2024-05-10T00:00:00
2a0cc729-2b4c-4fc1-a9d5-c9379b03c3c5,BATCH-005305,SUPP-025,PART-005,3681115.95,1533798.31,920278.99,73622.32,184055.8,6392871.37,2838.7528,USD,2024-03-02T00:00:00
fceb3de8-27c7-461d-b83d-f3775d8151a8,BATCH-005130,SUPP-024,PART-019,909079.17,378782.99,227269.79,18181.58,45453.96,1578767.49,382.9172,USD,2023-09-21T00:00:00
7d7eade9-3fa8-4692-aab9-01365f79f592,BATCH-004724,SUPP-022,PART-015,2940713.93,1225297.47,735178.48,58814.28,147035.7,5107039.87,1349.6406,USD,2024-08-03T00:00:00
60052cf3-e13b-4b79-9d80-8fc0c0e517f5,BATCH-004932,SUPP-023,PART-016,3911687.6,1629869.83,977921.9,78233.75,195584.38,6793297.46,2102.5371,USD,2023-02-10T00:00:00
2f15070d-35d0-4443-93b1-d74f0ae55800,BATCH-003148,SUPP-014,PART-013,4919415.56,2049756.49,1229853.89,98388.31,245970.78,8543385.03,2036.0784,USD,2023-04-28T00:00:00
3250360f-f461-4a48-89e8-1ed791a1e519,BATCH-003344,SUPP-015,PART-011,1030076.84,429198.68,257519.21,20601.54,51503.84,1788900.12,403.9061,USD,2023-10-21T00:00:00
3d556e94-e6be-4364-9ce2-eb4487665459,BATCH-006823,SUPP-031,PART-006,2465572.87,1027322.03,616393.22,49311.46,98622.91,4257222.48,2010.0201,USD,2024-09-13T00:00:00
240096c5-20b7-44be-a7c5-d0dbba002357,BATCH-005345,SUPP-025,PART-004,4062813.23,1692838.85,1015703.31,81256.26,203140.66,7055752.32,1969.7801,USD,2024-08-24T00:00:00
9308ba99-d893-4f9d-8acf-06e9dd459c25,BATCH-003986,SUPP-018,PART-020,12573091.16,5238787.99,3143272.79,251461.82,817250.93,22023864.69,4586.3941,USD,2024-07-16T00:00:00
6e212b0a-ba08-4f02-82ee-ac4958f58a2a,BATCH-009227,SUPP-043,PART-020,5741238.25,2392182.6,1435309.56,114824.77,229649.53,9913204.72,2335.2661,USD,2024-07-11T00:00:00
9e4e5e9b-05f4-4ae7-b779-4f3fa9910b46,BATCH-007071,SUPP-032,PART-006,2084370.17,868487.57,521092.54,41687.4,72952.96,3588590.65,1892.7166,USD,2024-06-08T00:00:00
29a3cbf1-27e3-4f0b-baa0-cf4d6f4b5bc1,BATCH-000830,SUPP-004,PART-001,5055301.12,2106375.47,1263825.28,101106.02,328594.57,8855202.47,1921.7019,USD,2024-07-17T00:00:00
c93ec075-7065-431f-8968-5d83c4e2bb07,BATCH-001438,SUPP-006,PART-008,1716086.42,715036.01,429021.61,34321.73,102965.19,2997430.95,651.3322,USD,2024-06-03T00:00:00
aa117ced-dee1-4a33-9407-cc1e55b432a7,BATCH-004860,SUPP-022,PART-018,2714371.33,1130988.05,678592.83,54287.43,135718.57,4713958.21,1865.4366,USD,2023-10-04T00:00:00
faa59f18-f6ef-4c2a-a90a-f1f1a95c2709,BATCH-009126,SUPP-043,PART-017,661524.28,275635.12,165381.07,13230.49,26460.97,1142231.93,683.1531,USD,2022-10-27T00:00:00
57eb399c-b71c-4e89-beda-6d76966ce540,BATCH-008865,SUPP-040,PART-023,3186275.22,1327614.68,796568.81,63725.5,159313.76,5533497.97,1609.5108,USD,2024-09-12T00:00:00
39fc22a7-ae68-4df9-9d2c-d8e8166ef410,BATCH-008540,SUPP-038,PART-021,897533.94,373972.47,224383.48,17950.68,35901.36,1549741.94,640.654,USD,2024-02-01T00:00:00
1b80c906-77da-4f6c-ae9f-45be8ae1475f,BATCH-003515,SUPP-015,PART-007,1064750.07,443645.86,266187.52,21295.0,53237.5,1849115.95,929.6712,USD,2023-05-16T00:00:00
9b639810-c5c6-495f-af00-5d400a928165,BATCH-007108,SUPP-032,PART-007,880087.0,366702.91,220021.75,17601.74,30803.04,1515216.44,754.2143,USD,2024-06-17T00:00:00
215b06a3-385f-4ef5-ac99-22efb2584a73,BATCH-000748,SUPP-003,PART-024,3024154.1,1260064.21,756038.53,60483.08,181449.25,5282189.17,1882.4623,USD,2023-01-06T00:00:00
8d7d931e-39d7-4c53-9fba-a50f313eb718,BATCH-007794,SUPP-034,PART-016,2880625.76,1200260.74,720156.44,57612.52,115225.03,4973880.49,2211.5965,USD,2023-10-14T00:00:00
8085d44c-28e3-44b7-bd2c-52e0d472ff7f,BATCH-005301,SUPP-025,PART-005,5399810.65,2249921.1,1349952.66,107996.21,269990.53,9377671.16,2824.5997,USD,2023-03-31T00:00:00
db19c99d-48ef-43a3-9741-06f596c70844,BATCH-005381,SUPP-025,PART-008,1370313.17,570963.82,342578.29,27406.26,68515.66,2379777.2,494.0372,USD,2022-09-29T00:00:00
9d6684e0-f442-49d9-b6fb-1195f8aa52aa,BATCH-002437,SUPP-011,PART-013,3326230.85,1385929.52,831557.71,66524.62,166311.54,5776554.25,2005.0518,USD,2024-07-05T00:00:00
6f987946-b07d-4bf2-ab6f-70ec6f92968f,BATCH-008131,SUPP-035,PART-022,1430685.8,596119.08,357671.45,28613.72,50074.0,2463164.05,760.0012,USD,2024-03-04T00:00:00
aa182864-23b6-4475-a6bf-57c7193d550f,BATCH-001351,SUPP-005,PART-013,3186978.98,1327907.91,796744.75,63739.58,191218.74,5566589.96,2034.5724,USD,2024-10-19T00:00:00
ddbeaf39-e20c-4f16-8d8f-07062299d6ab,BATCH-006772,SUPP-031,PART-004,3544273.71,1476780.71,886068.43,70885.47,141770.95,6119779.27,2012.4233,USD,2023-04-29T00:00:00
32c340b8-4e4b-47da-8a55-37dcb4e5a4c2,BATCH-003575,SUPP-016,PART-019,1079718.76,449882.82,269929.69,21594.38,64783.13,1885908.76,459.6414,USD,2023-05-17T00:00:00
2d9072e2-e841-4a39-8abc-ee0179dbd4b4,BATCH-003945,SUPP-018,PART-018,6201241.79,2583850.75,1550310.45,124024.84,403080.72,10862508.54,2369.6572,USD,2024-08-10T00:00:00
43a7a482-a78f-445e-98db-2d247204d567,BATCH-008609,SUPP-038,PART-023,3262963.32,1359568.05,815740.83,65259.27,130518.53,5634050.0,1536.0005,USD,2024-06-20T00:00:00
e40504cf-59f4-4b1b-9c30-c92b78f370d4,BATCH-005753,SUPP-027,PART-022,1963761.98,818234.16,490940.49,39275.24,78550.48,3390762.35,789.8352,USD,2024-09-21T00:00:00
3a1599fc-a6cb-4f16-bc11-017ee8bdb83b,BATCH-008931,SUPP-041,PART-017,1318002.33,549167.64,329500.58,26360.05,65900.12,2288930.71,685.3086,USD,2024-10-27T00:00:00
d5d756aa-1720-4e12-83b5-6dda68616d20,BATCH-002832,SUPP-012,PART-023,6292643.57,2621934.82,1573160.89,125852.87,377558.61,10991150.77,3138.5353,USD,2023-01-18T00:00:00
b15eba53-ef4d-41a4-b8f9-e736ad5d4ed1,BATCH-001436,SUPP-006,PART-007,763879.18,318282.99,190969.8,15277.58,45832.75,1334242.3,983.9545,USD,2024-02-12T00:00:00
a28a809b-0771-48be-ab35-a2e71cad92a4,BATCH-004257,SUPP-019,PART-022,1047953.83,436647.43,261988.46,20959.08,52397.69,1819946.48,972.1936,USD,2023-11-25T00:00:00
88d461ee-c742-47c7-8a67-2e3307e87c90,BATCH-003864,SUPP-017,PART-024,1965698.87,819041.2,491424.72,39313.98,117941.93,3433420.7,1777.1329,USD,2024-07-29T00:00:00
0f893e02-1781-4f07-bcd8-c3ae818de61f,BATCH-001687,SUPP-007,PART-008,521226.91,217177.88,130306.73,10424.54,31273.61,910409.66,635.7609,USD,2022-11-24T00:00:00
f9560b2a-d754-47d7-b2df-a5c4385eecde,BATCH-001303,SUPP-005,PART-012,7045941.17,2935808.82,1761485.29,422756.47,422756.47,12588748.23,2676.1795,USD,2023-12-12T00:00:00
df7d49d3-176c-4998-a8ac-d92fa407cc64,BATCH-009072,SUPP-042,PART-019,498538.39,207724.33,124634.6,9970.77,24926.92,865795.01,250.4469,USD,2024-08-12T00:00:00
86a3faa9-1f82-4c82-8779-2de7fd27d1f3,BATCH-005611,SUPP-026,PART-020,5576842.02,2323684.17,1394210.5,111536.84,223073.68,9629347.22,3425.5949,USD,2024-07-14T00:00:00
39ce127a-a88b-44aa-8e1b-c170d40786f3,BATCH-002071,SUPP-009,PART-008,1620802.02,675334.18,405200.51,32416.04,81040.1,2814792.84,635.5369,USD,2024-03-07T00:00:00
3ccd1d64-a429-4c1c-b180-5fd962f91549,BATCH-005430,SUPP-025,PART-024,1503551.26,626479.69,375887.81,30071.03,75177.56,2611167.35,1345.2691,USD,2023-01-23T00:00:00
bb76b890-0f79-4661-9172-f01cd9bffaac,BATCH-003729,SUPP-017,PART-018,3673188.57,1530495.24,918297.14,73463.77,220391.31,6415836.04,2402.9348,USD,2023-05-20T00:00:00
7bc6b8c9-5398-4d03-b92b-316ac9c017cd,BATCH-006544,SUPP-030,PART-022,2163819.41,901591.42,540954.85,43276.39,86552.78,3736194.84,792.0701,USD,2024-04-09T00:00:00
44fc836b-01da-4363-bdd9-55be5f53d070,BATCH-004408,SUPP-020,PART-021,2672388.52,1113495.22,668097.13,53447.77,160343.31,4667771.95,1263.9512,USD,2024-09-10T00:00:00
f29b6499-74b9-4bf7-9d3e-aaff8209ad6c,BATCH-000772,SUPP-003,PART-025,1456435.06,606847.94,364108.76,29128.7,87386.1,2543906.56,1584.9885,USD,2023-07-24T00:00:00
0d50836d-09db-4ef8-95ef-31e6d1ec581f,BATCH-000403,SUPP-002,PART-004,5461495.66,2275623.19,1365373.92,109229.91,354997.22,9566719.9,2641.281,USD,2024-07-12T00:00:00
8569c86c-4b81-4dac-b2d7-cd0c9edd88fd,BATCH-004545,SUPP-020,PART-002,11691919.52,4871633.13,2922979.88,233838.39,701515.17,20421886.1,4935.2069,USD,2023-02-11T00:00:00
53925275-576a-4590-9629-dfa5eb80e971,BATCH-002243,SUPP-010,PART-012,6799163.47,2832984.78,1699790.87,135983.27,407949.81,11875872.2,2839.759,USD,2023-04-17T00:00:00
2dd225d3-108b-4369-8de2-261c4b9f2db2,BATCH-007335,SUPP-033,PART-002,8631578.49,3596491.04,2157894.62,172631.57,431578.92,14990174.64,3693.9809,USD,2023-11-02T00:00:00
8672a901-337f-4580-be22-f8e1a5b08ee3,BATCH-005755,SUPP-027,PART-022,2247629.12,936512.13,561907.28,44952.58,89905.16,3880906.28,790.2477,USD,2024-03-31T00:00:00
c70750af-7425-4e34-8808-c4c6e80c1866,BATCH-000160,SUPP-001,PART-025,1990693.43,829455.6,497673.36,39813.87,119441.61,3477077.86,1651.8185,USD,2023-11-07T00:00:00
19c174f0-2572-4303-84b4-241ac685cb1d,BATCH-003152,SUPP-014,PART-016,6253276.34,2605531.81,1563319.09,125065.53,312663.82,10859856.58,2870.6996,USD,2024-03-27T00:00:00
65bd7a33-4f52-44f7-8ab9-b628016b458f,BATCH-000771,SUPP-003,PART-025,3807827.53,1586594.8,951956.88,76156.55,228469.65,6651005.42,1609.244,USD,2024-06-17T00:00:00
8df7cc74-2ed9-4426-b6a6-a45ae68b7e6c,BATCH-001254,SUPP-005,PART-019,1014552.88,422730.37,253638.22,20291.06,60873.17,1772085.7,478.6833,USD,2024-09-16T00:00:00
b8d3f445-1fc2-450b-b921-0e32dd02a7f4,BATCH-008789,SUPP-039,PART-025,2495610.48,1039837.7,623902.62,149736.63,99824.42,4408911.85,912.4404,USD,2024-09-07T00:00:00
67d3dcbe-7852-4bb7-934e-6ad652ef8d67,BATCH-007734,SUPP-034,PART-025,3050521.54,1271050.64,762630.39,61010.43,122020.86,5267233.86,1164.5443,USD,2022-10-08T00:00:00
0279fc69-17cf-424c-b93d-c11b6d54068b,BATCH-008938,SUPP-041,PART-017,1413807.65,589086.52,353451.91,28276.15,70690.38,2455312.62,686.6087,USD,2023-08-11T00:00:00
042d3074-b34b-44a6-9a74-10ee8b3f9a82,BATCH-006244,SUPP-028,PART-004,2759454.33,1149772.64,689863.58,55189.09,137972.72,4792252.35,2097.2658,USD,2024-08-07T00:00:00
ba0ea4f0-0971-434a-8e20-fd4d6ec2f3c8,BATCH-005412,SUPP-025,PART-024,3862881.97,1609534.15,965720.49,77257.64,193144.1,6708538.35,1367.4151,USD,2023-12-13T00:00:00
de995d60-b101-497a-83fe-b232a05f0924,BATCH-002484,SUPP-011,PART-016,5942394.45,2475997.69,1485598.61,118847.89,297119.72,10319958.36,2686.0902,USD,2024-05-02T00:00:00
cc3cb82a-cfdd-4e71-8004-61edb23beccb,BATCH-005804,SUPP-027,PART-023,4802808.41,2001170.17,1200702.1,96056.17,192112.34,8292849.18,2261.4806,USD,2024-03-02T00:00:00
c95676e1-8921-4259-8605-fedf43d25a8b,BATCH-001953,SUPP-008,PART-004,4778143.3,1990893.04,1194535.83,95562.87,286688.6,8345823.63,2616.2457,USD,2024-07-25T00:00:00
a49952b3-fc64-4643-8bcc-66e741b4ea8d,BATCH-001486,SUPP-006,PART-009,3348295.76,1395123.23,837073.94,66965.92,200897.75,5848356.59,1408.9031,USD,2023-12-22T00:00:00
9f8483c2-fb8d-42c1-85b7-aa00508529d2,BATCH-006348,SUPP-029,PART-023,4447067.26,1852944.69,1111766.82,88941.35,222353.36,7723073.48,2284.933,USD,2024-04-29T00:00:00
8414fcd2-4c89-4e6d-9aaa-164c7bb8ccc6,BATCH-000739,SUPP-003,PART-024,2034994.79,847914.49,508748.7,40699.9,122099.69,3554457.56,1760.504,USD,2024-10-05T00:00:00
976602df-d1cd-40b4-9394-bea662495286,BATCH-001502,SUPP-006,PART-012,2666773.91,1111155.8,666693.48,53335.48,160006.43,4657965.1,2782.5359,USD,2023-04-02T00:00:00
d030297c-3c60-4e3d-a401-fe20b3782cef,BATCH-004638,SUPP-021,PART-016,4362621.77,1817759.07,1090655.44,87252.44,218131.09,7576419.81,2036.672,USD,2024-05-20T00:00:00
6b094af4-3f41-4cb1-8a97-0227a93a1222,BATCH-000794,SUPP-003,PART-011,867377.8,361407.42,216844.45,17347.56,52042.67,1515019.89,418.8609,USD,2024-03-01T00:00:00
912ec407-21d4-4898-a320-2a2466940b43,BATCH-003797,SUPP-017,PART-020,5552779.82,2313658.26,1388194.95,111055.6,333166.79,9698855.42,4368.8538,USD,2023-05-18T00:00:00
4aa92ca6-ccea-4f23-8112-993ac74af44f,BATCH-004592,SUPP-021,PART-014,2039286.48,849702.7,509821.62,40785.73,101964.32,3541560.85,2217.6336,USD,2023-03-21T00:00:00
e1e25c36-efc0-4420-8847-c5dc50be9200,BATCH-002590,SUPP-011,PART-025,1830193.39,762580.58,457548.35,36603.87,91509.67,3178435.85,1563.4215,USD,2023-05-17T00:00:00
6eb1a3e7-52ec-4c90-a42e-15c6e411a0cb,BATCH-007056,SUPP-032,PART-006,3031660.67,1263191.95,757915.17,60633.21,106108.12,5219509.12,2046.8663,USD,2023-02-02T00:00:00
4ce49b32-aaa3-4e21-a873-be2b0fd3d503,BATCH-003461,SUPP-015,PART-023,5231500.18,2179791.74,1307875.04,104630.0,261575.01,9085371.97,2985.6628,USD,2024-10-26T00:00:00
e28de390-637c-4c4e-a113-e54caa892694,BATCH-005324,SUPP-025,PART-006,5383492.31,2243121.8,1345873.08,107669.85,269174.62,9349331.65,2040.0025,USD,2023-04-26T00:00:00
92f5ad70-1f2c-4607-a96c-809336577eec,BATCH-005954,SUPP-027,PART-018,4995016.05,2081256.69,1248754.01,299700.96,199800.64,8824528.36,1810.9026,USD,2024-02-26T00:00:00
fe20b1bd-de58-48ee-bc19-e238b731db17,BATCH-001937,SUPP-008,PART-009,3681042.56,1533767.73,920260.64,73620.85,220862.55,6429554.33,1522.5087,USD,2022-10-21T00:00:00
b7b73e58-33d3-40e3-9418-590031a92278,BATCH-006027,SUPP-028,PART-022,1255121.03,522967.1,313780.26,25102.42,62756.05,2179726.86,768.592,USD,2024-05-27T00:00:00
151f8fa7-ced2-4418-8da2-7df6fd12fbbc,BATCH-000583,SUPP-003,PART-003,4762706.8,1984461.17,1190676.7,95254.14,285762.41,8318861.2,4022.6602,USD,2023-12-09T00:00:00
1da7f912-d6d9-4f52-abf2-fcaeee584a0a,BATCH-004554,SUPP-020,PART-002,7062828.32,2942845.13,1765707.08,141256.57,423769.7,12336406.8,4637.7469,USD,2024-03-19T00:00:00
3c71993e-4bdc-47de-88af-d20bb186f949,BATCH-008471,SUPP-037,PART-024,1333877.23,555782.18,333469.31,26677.54,46685.7,2296491.97,917.1294,USD,2023-07-16T00:00:00
c9011e6e-6dab-4090-8f55-67872cd61558,BATCH-002883,SUPP-013,PART-011,747628.22,311511.76,186907.05,14952.56,44857.69,1305857.29,400.0788,USD,2024-05-24T00:00:00
9a11341c-ac5f-472c-98d0-1e04ca073b3b,BATCH-004003,SUPP-018,PART-006,4700310.1,1958462.54,1175077.52,94006.2,305520.16,8233376.52,2720.8779,USD,2024-01-19T00:00:00
3a7e4d8b-a5dd-46f6-b73c-23ea926cb30d,BATCH-003005,SUPP-013,PART-002,9465237.05,3943848.77,2366309.26,189304.74,567914.22,16532614.04,4743.9352,USD,2024-07-11T00:00:00
e682c9dd-6566-4107-a046-d9231e821455,BATCH-008656,SUPP-038,PART-025,1881602.81,784001.17,470400.7,37632.06,75264.11,3248900.85,889.3788,USD,2024-01-19T00:00:00
f796cb7b-6523-4ec6-94b7-f9d39f99b586,BATCH-006169,SUPP-028,PART-019,569582.65,237326.11,142395.66,11391.65,28479.13,989175.21,361.0128,USD,2024-06-03T00:00:00
014b6cf5-1e71-4368-b39f-f7d405fad5ad,BATCH-000960,SUPP-004,PART-006,3541340.69,1475558.62,885335.17,70826.81,230187.14,6203248.44,2670.3609,USD,2024-03-22T00:00:00
31f0e461-ef60-4be5-9c63-da796a34e664,BATCH-003577,SUPP-016,PART-019,1132442.33,471850.97,283110.58,22648.85,67946.54,1977999.28,480.914,USD,2024-04-27T00:00:00
873b667a-ab7a-4f07-bb04-d57331262462,BATCH-005262,SUPP-025,PART-003,5901639.8,2459016.58,1475409.95,118032.8,295081.99,10249181.12,2988.9709,USD,2023-06-29T00:00:00
b3755802-b6f3-4976-b1d0-f606dfc86b7d,BATCH-000533,SUPP-003,PART-001,4222074.95,1759197.9,1055518.74,84441.5,253324.5,7374557.59,1955.5973,USD,2023-05-18T00:00:00
